RecordId,ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version,location_key,lat,lon
1886,1-192,Angola,Government of Angola,NULL,FLEC-FAC,1393,NULL,1,Cabinda,1998,1,0,3,06/03/91,4,05/22/96,1,1,12/31/98,5,540,NULL,NULL,NULL,540,4,04/01/14,Angola,-12.333555,17.53946495
1887,1-192,Angola,Government of Angola,NULL,"FLEC-FAC, FLEC-R",NULL,NULL,1,Cabinda,2002,1,0,3,06/03/91,4,11/12/02,1,1,12/31/02,5,540,NULL,NULL,NULL,540,4,04/01/14,Angola,-12.333555,17.53946495
1888,1-192,Angola,Government of Angola,NULL,FLEC-FAC,1393,NULL,1,Cabinda,2004,1,0,3,06/03/91,4,02/10/04,1,1,04/24/04,1,540,NULL,NULL,NULL,540,4,04/01/14,Angola,-12.333555,17.53946495
1889,1-192,Angola,Government of Angola,NULL,FLEC-FAC,1393,NULL,1,Cabinda,2007,1,0,3,06/03/91,4,12/31/07,5,1,12/31/07,5,540,NULL,NULL,NULL,540,4,04/01/14,Angola,-12.333555,17.53946495
1890,1-192,Angola,Government of Angola,NULL,FLEC-FAC,1393,NULL,1,Cabinda,2009,1,0,3,06/03/91,4,12/31/09,5,1,12/31/09,5,540,NULL,NULL,NULL,540,4,04/01/14,Angola,-12.333555,17.53946495
1891,1-193,Azerbaijan,Government of Azerbaijan,NULL,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1991,1,0,4,12/29/91,1,12/30/91,1,0,NULL,NULL,373,NULL,NULL,371,373,1,04/01/14,Azerbaijan,40.331005,47.80820084
1892,1-193,Azerbaijan,Government of Azerbaijan,NULL,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1992,2,1,4,12/29/91,1,12/30/91,1,0,NULL,NULL,373,NULL,NULL,371,373,1,04/01/14,Azerbaijan,40.331005,47.80820084
1893,1-193,Azerbaijan,Government of Azerbaijan,NULL,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1993,2,1,4,12/29/91,1,12/30/91,1,0,NULL,NULL,373,NULL,NULL,371,373,1,04/01/14,Azerbaijan,40.331005,47.80820084
1894,1-193,Azerbaijan,Government of Azerbaijan,NULL,Republic of Nagorno-Karabakh,1181,NULL,1,Nagorno-Karabakh,1994,2,1,3,12/29/91,1,12/30/91,1,1,07/27/94,1,373,NULL,NULL,NULL,373,1,04/01/14,Azerbaijan,40.331005,47.80820084
1895,1-193,Azerbaijan,Government of Azerbaijan,NULL,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,2005,1,1,4,12/29/91,1,10/09/05,1,1,12/05/05,5,373,NULL,NULL,371,373,1,04/01/14,Azerbaijan,40.331005,47.80820084
1896,1-193,Azerbaijan,Government of Azerbaijan,NULL,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,2012,1,1,4,12/29/91,1,09/11/12,2,1,12/31/12,5,373,NULL,NULL,371,373,1,04/01/14,Azerbaijan,40.331005,47.80820084
1897,1-194,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,"Serbian irregulars, Serbian Re",NULL,Government of Serbia (Yugoslav,1,Serb,1992,2,1,4,04/27/92,1,04/30/92,2,0,NULL,NULL,346,NULL,NULL,345,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1898,1-194,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,"Serbian irregulars, Serbian Re",NULL,Government of Serbia (Yugoslav,1,Serb,1993,2,1,4,04/27/92,1,04/30/92,2,0,NULL,NULL,346,NULL,NULL,345,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1899,1-194,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,"Serbian irregulars, Serbian Re",NULL,NULL,1,Serb,1994,2,1,3,04/27/92,1,04/30/92,2,0,NULL,NULL,346,NULL,NULL,NULL,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1900,1-194,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,"Serbian irregulars, Serbian Re",NULL,NULL,1,Serb,1995,2,1,3,04/27/92,1,04/30/92,2,1,11/21/95,1,346,NULL,NULL,NULL,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1901,1-195,Croatia,Government of Croatia,NULL,"Serbian irregulars, Serbian Re",NULL,Government of Serbia (Yugoslav,1,Serb,1992,1,0,4,04/29/92,1,05/17/92,1,0,NULL,NULL,344,NULL,NULL,345,344,1,04/01/14,Croatia,45.444305,15.73450375
1902,1-195,Croatia,Government of Croatia,NULL,Serbian Republic of Krajina,1183,Government of Serbia (Yugoslav,1,Serb,1993,1,0,4,04/29/92,1,05/17/92,1,1,12/23/93,1,344,NULL,NULL,345,344,1,04/01/14,Croatia,45.444305,15.73450375
1903,1-195,Croatia,Government of Croatia,NULL,Serbian Republic of Krajina,1183,NULL,1,Serb,1995,1,1,3,04/29/92,1,05/01/95,1,1,11/12/95,1,344,NULL,NULL,NULL,344,1,04/01/14,Croatia,45.444305,15.73450375
1904,1-196,Egypt,Government of Egypt,NULL,al-Gama'a al-Islamiyya,1184,NULL,2,NULL,1993,1,0,3,10/08/81,1,03/10/93,1,0,NULL,NULL,651,NULL,NULL,NULL,651,2,04/01/14,Egypt,26.756104,29.86229706
1905,1-196,Egypt,Government of Egypt,NULL,al-Gama'a al-Islamiyya,1184,NULL,2,NULL,1994,1,0,3,10/08/81,1,03/10/93,1,0,NULL,NULL,651,NULL,NULL,NULL,651,2,04/01/14,Egypt,26.756104,29.86229706
1906,1-196,Egypt,Government of Egypt,NULL,al-Gama'a al-Islamiyya,1184,NULL,2,NULL,1995,1,0,3,10/08/81,1,03/10/93,1,0,NULL,NULL,651,NULL,NULL,NULL,651,2,04/01/14,Egypt,26.756104,29.86229706
1907,1-196,Egypt,Government of Egypt,NULL,al-Gama'a al-Islamiyya,1184,NULL,2,NULL,1996,1,0,3,10/08/81,1,03/10/93,1,0,NULL,NULL,651,NULL,NULL,NULL,651,2,04/01/14,Egypt,26.756104,29.86229706
1908,1-196,Egypt,Government of Egypt,NULL,al-Gama'a al-Islamiyya,1184,NULL,2,NULL,1997,1,0,3,10/08/81,1,03/10/93,1,0,NULL,NULL,651,NULL,NULL,NULL,651,2,04/01/14,Egypt,26.756104,29.86229706
1909,1-196,Egypt,Government of Egypt,NULL,al-Gama'a al-Islamiyya,1184,NULL,2,NULL,1998,1,0,3,10/08/81,1,03/10/93,1,1,11/02/98,1,651,NULL,NULL,NULL,651,2,04/01/14,Egypt,26.756104,29.86229706
1910,1-197,Georgia,Government of Georgia,NULL,Republic of Abkhazia,1185,NULL,1,Abkhazia,1992,1,0,3,08/14/92,1,08/18/92,2,0,NULL,NULL,372,NULL,NULL,NULL,372,1,04/01/14,Georgia,32.648323,-83.4445343
1911,1-197,Georgia,Government of Georgia,NULL,Republic of Abkhazia,1185,NULL,1,Abkhazia,1993,2,1,3,08/14/92,1,08/18/92,2,1,12/01/93,1,372,NULL,NULL,NULL,372,1,04/01/14,Georgia,32.648323,-83.4445343
1912,1-198,Georgia,Government of Georgia,NULL,Republic of South Ossetia,1186,NULL,1,South Ossetia,1992,1,0,3,12/22/91,1,06/08/92,1,1,07/14/92,1,372,NULL,NULL,NULL,372,1,04/01/14,Georgia,32.648323,-83.4445343
1913,1-198,Georgia,Government of Georgia,NULL,Republic of South Ossetia,1186,NULL,1,South Ossetia,2004,1,0,3,12/22/91,1,08/19/04,1,1,08/19/04,1,372,NULL,NULL,NULL,372,1,04/01/14,Georgia,32.648323,-83.4445343
1914,1-198,Georgia,Government of Georgia,NULL,Republic of South Ossetia,1186,Government of Russia (Soviet U,1,South Ossetia,2008,1,0,4,12/22/91,1,08/08/08,2,1,08/14/08,1,372,NULL,NULL,365,372,1,04/01/14,Georgia,32.648323,-83.4445343
1915,1-199,Moldova,Government of Moldova,NULL,PMR,1187,NULL,1,Dniestr,1992,1,0,3,12/13/91,1,03/17/92,1,1,07/21/92,1,359,NULL,NULL,NULL,359,1,04/01/14,Moldova,47.203705,28.46834373
1916,1-200,Tajikistan,Government of Tajikistan,NULL,"PFT, UTO",NULL,NULL,2,NULL,1992,2,1,3,05/06/92,1,05/10/92,1,0,NULL,NULL,702,NULL,NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1917,1-200,Tajikistan,Government of Tajikistan,Government of Russia (Soviet U,UTO,1188,NULL,2,NULL,1993,2,1,4,05/06/92,1,05/10/92,1,0,NULL,NULL,702,"365, 704",NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1918,1-200,Tajikistan,Government of Tajikistan,Government of Russia (Soviet U,UTO,1188,NULL,2,NULL,1994,1,1,4,05/06/92,1,05/10/92,1,0,NULL,NULL,702,"365, 704",NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1919,1-200,Tajikistan,Government of Tajikistan,Government of Russia (Soviet U,UTO,1188,NULL,2,NULL,1995,1,1,4,05/06/92,1,05/10/92,1,0,NULL,NULL,702,365,NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1920,1-200,Tajikistan,Government of Tajikistan,Government of Russia (Soviet U,UTO,1188,NULL,2,NULL,1996,2,1,4,05/06/92,1,05/10/92,1,0,NULL,NULL,702,365,NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1921,1-200,Tajikistan,Government of Tajikistan,NULL,Forces of Khudoberdiyev,1189,NULL,2,NULL,1997,1,1,3,05/06/92,1,05/10/92,1,0,NULL,NULL,702,NULL,NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1922,1-200,Tajikistan,Government of Tajikistan,NULL,"Forces of Khudoberdiyev, UTO",NULL,NULL,2,NULL,1998,1,1,3,05/06/92,1,05/10/92,1,1,11/16/98,3,702,NULL,NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1923,1-200,Tajikistan,Government of Tajikistan,NULL,Forces of Mullo Abdullo,2085,NULL,2,NULL,2000,1,1,3,05/06/92,1,09/06/00,3,1,09/06/00,3,702,NULL,NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1924,1-200,Tajikistan,Government of Tajikistan,NULL,"Forces of Mullo Abdullo, IMU",NULL,NULL,2,NULL,2010,1,1,3,05/06/92,1,09/09/10,2,0,NULL,NULL,702,NULL,NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1925,1-200,Tajikistan,Government of Tajikistan,NULL,IMU,1202,NULL,2,NULL,2011,1,1,3,05/06/92,1,09/09/10,2,1,07/25/11,1,702,NULL,NULL,NULL,702,3,04/01/14,Tajikistan,38.879765,70.89906311
1926,1-201,Azerbaijan,Government of Azerbaijan,NULL,Military faction (forces of Su,1190,NULL,2,NULL,1993,1,0,3,06/04/93,1,06/06/93,1,1,06/18/93,1,373,NULL,NULL,NULL,373,1,04/01/14,Azerbaijan,40.331005,47.80820084
1927,1-201,Azerbaijan,Government of Azerbaijan,NULL,OPON Forces,1191,NULL,2,NULL,1995,1,0,3,06/04/93,1,03/17/95,1,1,03/17/95,1,373,NULL,NULL,NULL,373,1,04/01/14,Azerbaijan,40.331005,47.80820084
1928,1-202,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,Autonomous Province of Western,1192,NULL,1,Bihaca Krajina,1993,1,0,3,07/21/93,1,10/05/93,1,0,NULL,NULL,346,NULL,NULL,NULL,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1929,1-202,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,Autonomous Province of Western,1192,NULL,1,Bihaca Krajina,1994,1,0,3,07/21/93,1,10/05/93,1,0,NULL,NULL,346,NULL,NULL,NULL,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1930,1-202,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,Autonomous Province of Western,1192,NULL,1,Bihaca Krajina,1995,1,0,3,07/21/93,1,10/05/93,1,1,08/07/95,1,346,NULL,NULL,NULL,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1931,1-203,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,"Croatian irregulars, Croatian ",NULL,Government of Croatia,1,Croat,1993,2,1,4,10/20/92,1,01/15/93,2,0,NULL,NULL,346,NULL,NULL,344,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1932,1-203,Bosnia-Herzegovina,Government of Bosnia-Herzegovi,NULL,"Croatian irregulars, Croatian ",NULL,NULL,1,Croat,1994,1,1,3,10/20/92,1,01/15/93,2,1,03/01/94,1,346,NULL,NULL,NULL,346,1,04/01/14,Bosnia-Herzegovina,44.165333,17.79024124
1933,1-204,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Parliamentary Forces,1194,NULL,2,NULL,1993,1,0,3,09/23/93,1,10/03/93,1,1,10/04/93,1,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1934,1-205,Mexico,Government of Mexico,NULL,EZLN,1628,NULL,2,NULL,1994,1,0,3,01/01/94,1,01/01/94,1,1,01/12/94,1,70,NULL,NULL,NULL,70,5,04/01/14,Mexico,23.909094,-102.6334
1935,1-205,Mexico,Government of Mexico,NULL,EPR,1629,NULL,2,NULL,1996,1,0,3,01/01/94,1,09/16/96,1,1,12/31/96,5,70,NULL,NULL,NULL,70,5,04/01/14,Mexico,23.909094,-102.6334
1936,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,1994,1,0,3,11/25/94,1,11/26/94,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1937,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,1995,2,1,3,11/25/94,1,11/26/94,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1938,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,1996,2,1,3,11/25/94,1,11/26/94,1,1,08/31/96,1,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1939,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,1999,2,1,3,11/25/94,1,07/18/99,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1940,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,2000,2,1,3,11/25/94,1,07/18/99,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1941,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,2001,1,1,3,11/25/94,1,07/18/99,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1942,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,2002,1,1,3,11/25/94,1,07/18/99,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1943,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,2003,1,1,3,11/25/94,1,07/18/99,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1944,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,2004,2,1,3,11/25/94,1,07/18/99,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1945,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,2005,1,1,3,11/25/94,1,07/18/99,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1946,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,2006,1,1,3,11/25/94,1,07/18/99,1,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1947,1-206,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Chechen Republic of Ichkeria,1195,NULL,1,Chechnya,2007,1,1,3,11/25/94,1,07/18/99,1,1,10/07/07,1,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
1948,1-207,Yemen (North Yemen),Government of Yemen (North Yem,NULL,Democratic Republic of Yemen,1196,NULL,1,South Yemen,1994,2,1,3,02/21/94,1,04/28/94,2,1,07/04/94,1,678,NULL,NULL,NULL,678,2,04/01/14,Yemen (North Yemen),15.888388,47.48988724
1949,1-208,"Ecuador, Peru",Government of Ecuador,NULL,Government of Peru,135,NULL,1,Cordillera del Condor,1995,1,0,2,01/26/95,1,01/30/95,1,1,02/17/95,1,130,NULL,135,NULL,NULL,5,04/01/14,Ecuador,-1.4215289,-78.8710403
1950,1-209,Pakistan,Government of Pakistan,NULL,MQM,1197,NULL,2,NULL,1990,1,0,3,02/11/90,2,02/11/90,2,1,02/11/90,2,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1951,1-209,Pakistan,Government of Pakistan,NULL,MQM,1197,NULL,2,NULL,1994,1,0,3,02/11/90,2,05/03/94,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1952,1-209,Pakistan,Government of Pakistan,NULL,MQM,1197,NULL,2,NULL,1995,1,0,3,02/11/90,2,05/03/94,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1953,1-209,Pakistan,Government of Pakistan,NULL,MQM,1197,NULL,2,NULL,1996,1,0,3,02/11/90,2,05/03/94,1,1,09/04/96,1,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1954,1-209,Pakistan,Government of Pakistan,NULL,TTP,1199,NULL,2,NULL,2007,1,0,3,02/11/90,2,07/15/07,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1955,1-209,Pakistan,Government of Pakistan,NULL,TTP,1199,NULL,2,NULL,2008,2,1,3,02/11/90,2,07/15/07,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1956,1-209,Pakistan,Government of Pakistan,NULL,"Lashkar-e-Islam, TTP",NULL,NULL,2,NULL,2009,2,1,3,02/11/90,2,07/15/07,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1957,1-209,Pakistan,Government of Pakistan,NULL,"Lashkar-e-Islam, TTP",NULL,NULL,2,NULL,2010,2,1,3,02/11/90,2,07/15/07,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1958,1-209,Pakistan,Government of Pakistan,NULL,TTP,1199,NULL,2,NULL,2011,2,1,3,02/11/90,2,07/15/07,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1959,1-209,Pakistan,Government of Pakistan,NULL,"Lashkar-e-Islam, TTP, TTP - TA",NULL,NULL,2,NULL,2012,2,1,3,02/11/90,2,07/15/07,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1960,1-209,Pakistan,Government of Pakistan,NULL,"Lashkar-e-Islam, TTP",NULL,NULL,2,NULL,2013,2,1,3,02/11/90,2,07/15/07,1,0,NULL,NULL,770,NULL,NULL,NULL,770,3,04/01/14,Pakistan,29.92322,69.35774231
1961,1-210,"Cameroon, Nigeria",Government of Cameroon,NULL,Government of Nigeria,475,NULL,1,Bakassi,1996,1,0,2,02/18/94,1,05/07/96,3,1,05/07/96,3,471,NULL,475,NULL,NULL,4,04/01/14,Cameroon,5.6854768,12.7228775
1962,1-212,Niger,Government of Niger,NULL,FDR,1395,NULL,1,Eastern Niger,1995,1,0,3,03/23/95,1,07/10/95,1,1,07/10/95,1,436,NULL,NULL,NULL,436,4,04/01/14,Niger,17.424074,9.400633812
1963,1-213,Comoros,Government of Comoros,NULL,MPA/Republic of Anjouan,1397,NULL,1,Anjouan,1997,1,0,3,09/03/97,1,09/05/97,2,1,09/05/97,2,581,NULL,NULL,NULL,581,4,04/01/14,Comoros,-11.866102,43.43264008
1964,1-214,Congo,Government of Congo,NULL,Ninjas,1399,NULL,2,NULL,1993,1,0,3,11/03/93,1,11/11/93,3,1,12/27/93,1,484,NULL,NULL,NULL,484,4,04/01/14,Congo,-2.8798661,23.65637779
1965,1-214,Congo,Government of Congo,"Government of Angola, Governme","Cobras, Cocoyes",NULL,"Government of Angola, Governme",2,NULL,1997,2,1,4,11/03/93,1,06/06/97,1,0,NULL,NULL,484,"540, 483",NULL,"540, 483",484,4,04/01/14,Congo,-2.8798661,23.65637779
1966,1-214,Congo,Government of Congo,"Government of Angola, Governme","Cocoyes, Ninjas, Ntsiloulous",NULL,NULL,2,NULL,1998,2,1,4,11/03/93,1,06/06/97,1,0,NULL,NULL,484,"540, 483",NULL,NULL,484,4,04/01/14,Congo,-2.8798661,23.65637779
1967,1-214,Congo,Government of Congo,"Government of Angola, Governme","Cocoyes, Ninjas, Ntsiloulous",NULL,NULL,2,NULL,1999,1,1,4,11/03/93,1,06/06/97,1,1,12/31/99,5,484,"540, 483",NULL,NULL,484,4,04/01/14,Congo,-2.8798661,23.65637779
1968,1-214,Congo,Government of Congo,Government of Angola,Ntsiloulous,1401,NULL,2,NULL,2002,1,1,4,11/03/93,1,04/10/02,1,1,12/31/02,3,484,540,NULL,NULL,484,4,04/01/14,Congo,-2.8798661,23.65637779
1969,1-215,"Eritrea, Ethiopia",Government of Eritrea,NULL,Government of Ethiopia,530,NULL,1,Common border,1998,2,1,2,05/06/98,1,05/31/98,2,0,NULL,NULL,531,NULL,530,NULL,NULL,4,04/01/14,Eritrea,15.3972,39.08718872
1970,1-215,"Eritrea, Ethiopia",Government of Eritrea,NULL,Government of Ethiopia,530,NULL,1,Common border,1999,2,1,2,05/06/98,1,05/31/98,2,0,NULL,NULL,531,NULL,530,NULL,NULL,4,04/01/14,Eritrea,15.3972,39.08718872
1971,1-215,"Eritrea, Ethiopia",Government of Eritrea,NULL,Government of Ethiopia,530,NULL,1,Common border,2000,2,1,2,05/06/98,1,05/31/98,2,1,06/18/00,5,531,NULL,530,NULL,NULL,4,04/01/14,Eritrea,15.3972,39.08718872
1972,1-216,Guinea-Bissau,Government of Guinea-Bissau,"Government of Guinea, Governme",Military Junta for the Consoli,1402,NULL,2,NULL,1998,1,0,4,06/07/98,1,06/07/98,1,0,NULL,NULL,404,"438, 433",NULL,NULL,404,4,04/01/14,Guinea-Bissau,12.115863,-14.7481365
1973,1-216,Guinea-Bissau,Government of Guinea-Bissau,"Government of Guinea, Governme",Military Junta for the Consoli,1402,NULL,2,NULL,1999,1,0,4,06/07/98,1,06/07/98,1,1,05/07/99,2,404,"438, 433",NULL,NULL,404,4,04/01/14,Guinea-Bissau,12.115863,-14.7481365
1974,1-217,Lesotho,Government of Lesotho,"Government of Botswana, Govern",Military faction,1403,NULL,2,NULL,1998,1,0,4,09/04/98,1,09/22/98,1,1,09/28/98,2,570,"571, 560",NULL,NULL,570,4,04/01/14,Lesotho,-29.581753,28.24661255
1975,1-218,Serbia (Yugoslavia),Government of Serbia (Yugoslav,NULL,UCK,1200,NULL,1,Kosovo,1998,2,1,3,04/22/96,1,03/06/98,1,0,NULL,NULL,345,NULL,NULL,NULL,345,1,04/01/14,Serbia (Yugoslavia),44.232971,20.79795837
1976,1-218,Serbia (Yugoslavia),Government of Serbia (Yugoslav,NULL,UCK,1200,"Government of Belgium, Governm",1,Kosovo,1999,2,1,4,04/22/96,1,03/06/98,1,1,06/30/99,1,345,NULL,NULL,"211, 20, 316, 390, 220, 260, 3",345,1,04/01/14,Serbia (Yugoslavia),44.232971,20.79795837
1977,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1977,1,0,3,08/31/74,4,12/31/77,5,0,NULL,NULL,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1978,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1978,1,0,3,08/31/74,4,12/31/77,5,1,12/31/78,5,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1979,1-219,Ethiopia,Government of Ethiopia,Government of Cuba,OLF,1404,NULL,1,Oromiya,1980,1,0,4,08/31/74,4,12/31/80,5,0,NULL,NULL,530,40,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1980,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1981,2,1,3,08/31/74,4,12/31/80,5,1,12/31/81,5,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1981,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1983,1,1,3,08/31/74,4,07/31/83,3,0,NULL,NULL,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1982,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1984,1,1,3,08/31/74,4,07/31/83,3,0,NULL,NULL,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1983,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1985,1,1,3,08/31/74,4,07/31/83,3,0,NULL,NULL,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1984,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1986,1,1,3,08/31/74,4,07/31/83,3,0,NULL,NULL,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1985,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1987,1,1,3,08/31/74,4,07/31/83,3,0,NULL,NULL,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1986,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1988,1,1,3,08/31/74,4,07/31/83,3,0,NULL,NULL,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
1987,1-219,Ethiopia,Government of Ethiopia,NULL,OLF,1404,NULL,1,Oromiya,1989,1,1,3,08/31/74,4,07/31/83,3,0,NULL,NULL,530,NULL,NULL,NULL,530,4,04/01/14,Ethiopia,8.6267033,39.63755417
